"Nombre del anuncio",Día,"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre de la página",Anuncios,Edad,Sexo,Objetivo,"Estado de la entrega","Nivel de la entrega","Tipo de resultado",Resultados,"Costo por resultado","Importe gastado (USD)",Impresiones,Alcance,"Configuración de atribución","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios",Frecuencia,"Clics en el enlace","CPC (costo por clic en el enlace)","CPM (costo por mil impresiones)","CTR (todos)","Inicio del informe","Fin del informe"
"Reel de 26/12",2025-12-21,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",25-34,female,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",65,0.06553846,4.26,11710,9898,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.18306729,65,0.06553846,0.36379163,0.59777968,2025-12-21,2025-12-21
Video,2026-01-09,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",4,1.06,4.24,3558,2928,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.21516393,9,0.47111111,1.19168072,1.20854413,2026-01-09,2026-01-09
"Reel ingrid mdp",2025-11-30,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",18-24,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,24753,0.17129237,4.24,25435,24753,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.02755222,29,0.1462069,0.16669943,0.14153725,2025-11-30,2025-11-30
Video,2026-01-16,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",3,1.40930781,4.22792342,2751,2185,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.2590389,6,0.7046539,1.53686784,1.67211923,2026-01-16,2026-01-16
Video,2025-10-13,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",6,0.70166667,4.21,1497,1355,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.10479705,13,0.32384615,2.81229125,3.6740147,2025-10-13,2025-10-13
Video,2026-01-25,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,35-44,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",5,0.836,4.18,1745,1539,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.13385315,5,0.836,2.39541547,0.97421203,2026-01-25,2026-01-25
"Reel ingrid mdp",2025-11-10,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,27138,0.15365908,4.17,27687,27138,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.02022994,22,0.18954545,0.1506122,0.09390689,2025-11-10,2025-11-10
Video,2026-01-21,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,35-44,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,4.16,4.16,1814,1510,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.2013245,5,0.832,2.29327453,1.43329658,2026-01-21,2026-01-21
Video,2025-12-30,"Preventa Mario Bravo","Interacción a Whatsapp",eltemplomdp,Video,25-34,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Clics en el enlace",82,0.05012195,4.11,16392,15551,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.05408012,82,0.05012195,0.25073206,0.55514885,2025-12-30,2025-12-30
"Reel ingrid mdp",2025-11-16,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,25709,0.15908826,4.09,26524,25709,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.03170096,32,0.1278125,0.15419997,0.14703665,2025-11-16,2025-11-16
Video,2026-01-19,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",3,1.36333333,4.09,2491,1911,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.30350602,7,0.58428571,1.64191088,1.24448013,2026-01-19,2026-01-19
Video,2025-12-25,"Preventa Mario Bravo","Interacción a Whatsapp",eltemplomdp,Video,25-34,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Clics en el enlace",82,0.04914634,4.03,17276,15076,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.1459273,82,0.04914634,0.23327159,0.55568419,2025-12-25,2025-12-25
Video,2025-12-29,"Preventa Mario Bravo","Interacción a Whatsapp",eltemplomdp,Video,25-34,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Clics en el enlace",93,0.04322581,4.02,14424,13358,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.07980237,93,0.04322581,0.27870216,0.75568497,2025-12-29,2025-12-29
Video,2025-10-10,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",5,0.796,3.98,1092,1044,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.04597701,14,0.28428571,3.64468864,4.85347985,2025-10-10,2025-10-10
"Reel ingrid mdp",2025-11-17,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,25387,0.15637925,3.97,26205,25387,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.03222122,27,0.14703704,0.15149781,0.1335623,2025-11-17,2025-11-17
"Reel ingrid mdp",2025-11-24,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,26502,0.14715871,3.9,26863,26502,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.01362161,21,0.18571429,0.1451811,0.10051,2025-11-24,2025-11-24
"Reel ingrid mdp",2025-11-11,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,25154,0.15385227,3.87,25468,25154,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.0124831,20,0.1935,0.1519554,0.11779488,2025-11-11,2025-11-11
"Reel ingrid mdp",2025-11-14,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,20861,0.18551364,3.87,22177,20861,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.06308422,17,0.22764706,0.17450512,0.10371105,2025-11-14,2025-11-14
Video,2026-01-17,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",2,1.93,3.86,1085,947,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.14572334,10,0.386,3.55760369,3.13364055,2026-01-17,2026-01-17
"Reel de 26/12",2025-12-21,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",18-24,male,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",45,0.08577778,3.86,10838,9051,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.19743675,45,0.08577778,0.35615427,0.49824691,2025-12-21,2025-12-21
Video,2026-01-14,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",6,0.64302119,3.85812712,1484,1337,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.10994764,8,0.48226589,2.59981612,2.15633423,2026-01-14,2026-01-14
"Reel ingrid mdp",2025-11-10,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",18-24,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,28753,0.13389907,3.85,29064,28753,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.01081626,30,0.12833333,0.13246628,0.14106799,2025-11-10,2025-11-10
"Reel ingrid mdp",2025-11-22,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,23215,0.1654103,3.84,23215,23215,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1,16,0.24,0.1654103,0.09907387,2025-11-22,2025-11-22
Video,2026-01-26,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",3,1.27333333,3.82,1228,1053,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.16619183,7,0.54571429,3.11074919,1.6286645,2026-01-26,2026-01-26
"Reel ingrid mdp",2025-11-23,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",18-24,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,25548,0.14952247,3.82,25548,25548,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1,23,0.16608696,0.14952247,0.14482543,2025-11-23,2025-11-23
"Reel ingrid mdp",2025-11-19,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,22863,0.16620741,3.8,23289,22863,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.01863273,24,0.15833333,0.16316716,0.14599167,2025-11-19,2025-11-19
"Reel de 26/12",2025-12-28,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",25-34,male,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",82,0.04597561,3.77,12032,10997,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.09411658,82,0.04597561,0.31333112,0.76462766,2025-12-28,2025-12-28
Video,2025-10-10,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,55-64,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",8,0.46875,3.75,686,635,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.08031496,15,0.25,5.4664723,6.85131195,2025-10-10,2025-10-10
"Reel ingrid mdp",2025-11-13,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,22084,0.16947074,3.74259182,22084,22084,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1,14,0.26732799,0.16947074,0.08603514,2025-11-13,2025-11-13
Video,2025-10-16,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",6,0.62333333,3.74,1099,1014,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.08382643,14,0.26714286,3.40309372,3.366697,2025-10-16,2025-10-16
Video,2026-01-16,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",2,1.86908198,3.73816397,1229,1138,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.07996485,8,0.4672705,3.04163057,1.70870627,2026-01-16,2026-01-16
"Reel ingrid mdp",2025-11-30,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,24042,0.15472922,3.72,24042,24042,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1,23,0.16173913,0.15472922,0.12894102,2025-11-30,2025-11-30
"Reel ingrid mdp",2025-11-15,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,22932,0.16221873,3.72,23703,22932,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.03362114,25,0.1488,0.15694216,0.13078513,2025-11-15,2025-11-15
Video,2026-01-10,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",5,0.742,3.71,3296,2763,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.19290626,10,0.371,1.1256068,1.5473301,2026-01-10,2026-01-10
"Reel ingrid mdp",2025-11-28,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,21587,0.1718627,3.71,22338,21587,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.03478946,15,0.24733333,0.1660847,0.09401021,2025-11-28,2025-11-28
"Reel ingrid mdp",2025-11-30,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",18-24,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,22862,0.16227802,3.71,22862,22862,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1,24,0.15458333,0.16227802,0.11372583,2025-11-30,2025-11-30
Video,2025-10-25,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",5,0.74,3.7,1360,1220,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.1147541,9,0.41111111,2.72058824,3.01470588,2025-10-25,2025-10-25
"Reel ingrid mdp",2025-11-29,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",18-24,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,21456,0.17197987,3.69,21456,21456,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1,25,0.1476,0.17197987,0.13516033,2025-11-29,2025-11-29
"Reel ingrid mdp",2025-11-11,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",18-24,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,24147,0.15239988,3.68,24301,24147,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.0063776,26,0.14153846,0.1514341,0.12756677,2025-11-11,2025-11-11
"Reel ingrid mdp",2025-11-20,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,22856,0.16100805,3.68,23197,22856,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.0149195,29,0.12689655,0.1586412,0.15950338,2025-11-20,2025-11-20
"Reel ingrid mdp",2025-11-21,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,23195,0.15843543,3.6749097,23459,23195,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.01138176,18,0.20416165,0.15665244,0.10230615,2025-11-21,2025-11-21
Video,2026-01-07,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",4,0.9175,3.67,1588,1331,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.1930879,8,0.45875,2.31108312,1.38539043,2026-01-07,2026-01-07
"Reel ingrid mdp",2025-11-12,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,23122,0.15872329,3.67,23574,23122,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.01954848,18,0.20388889,0.15567999,0.10180708,2025-11-12,2025-11-12
"Reel ingrid mdp",2025-11-23,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,25710,0.14235706,3.66,25923,25710,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.00828471,22,0.16636364,0.14118736,0.1234425,2025-11-23,2025-11-23
"video tu cuerpo",2025-12-15,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,female,OUTCOME_ENGAGEMENT,active,ad,"Conversaciones con mensajes iniciadas",1,3.66,3.66,1858,1668,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.11390887,3,1.22,1.96986006,0.64585576,2025-12-15,2025-12-15
Video,2026-01-14,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",2,1.82911208,3.65822416,2750,2333,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.17873982,5,0.73164483,1.33026333,1.38181818,2026-01-14,2026-01-14
Video,2025-10-26,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",3,1.21,3.63,1281,1194,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.07286432,7,0.51857143,2.83372365,2.81030445,2025-10-26,2025-10-26
"Reel ingrid mdp",2025-11-29,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,21311,0.16986533,3.62,21311,21311,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1,21,0.17238095,0.16986533,0.10792548,2025-11-29,2025-11-29
"Reel ingrid mdp",2025-11-18,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,24237,0.14935842,3.62,24461,24237,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.00924207,26,0.13923077,0.14799068,0.13082049,2025-11-18,2025-11-18
Video,2025-09-12,"Preventa Alem",Whatsapp,eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",2,1.805,3.61,930,811,"7 días tras clic o 1 día tras visualización",-,-,-,Whatsapp,1.14673243,6,0.60166667,3.88172043,1.82795699,2025-09-12,2025-09-12
"Reel ingrid mdp",2025-11-28,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",18-24,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,21530,0.16720855,3.6,22267,21530,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.03423131,16,0.225,0.16167423,0.12125567,2025-11-28,2025-11-28
"Reel ingrid mdp",2025-11-29,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",18-24,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,21806,0.164175,3.58,21819,21806,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.00059617,22,0.16272727,0.16407718,0.13291168,2025-11-29,2025-11-29
"Reel ingrid mdp",2025-11-28,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",18-24,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,19231,0.18511778,3.56,20073,19231,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.04378347,14,0.25428571,0.17735266,0.10959996,2025-11-28,2025-11-28
Video,2025-12-27,"Preventa Mario Bravo","Interacción a Whatsapp",eltemplomdp,Video,25-34,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Clics en el enlace",85,0.04178621,3.55182801,14698,13092,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.12267033,85,0.04178621,0.24165383,0.61913185,2025-12-27,2025-12-27
Video,2026-01-18,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,35-44,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",3,1.18333333,3.55,1337,1150,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.1626087,7,0.50714286,2.6551982,2.31862378,2026-01-18,2026-01-18
"Reel ingrid mdp",2025-11-25,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,26112,0.13480392,3.52,26843,26112,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.02799479,21,0.16761905,0.13113288,0.09685952,2025-11-25,2025-11-25
Video,2025-10-15,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,45-54,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,3.51,3.51,1034,937,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.10352188,5,0.702,3.39458414,3.28820116,2025-10-15,2025-10-15
"Reel ingrid mdp",2025-11-16,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",18-24,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,23402,0.14913255,3.49,23402,23402,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1,26,0.13423077,0.14913255,0.13246731,2025-11-16,2025-11-16
